Effective date ,DJSI,,,,,,,,
2020/7/20,242.87,,,,,,,,
2020/7/21,243.49,,,,,,,,
2020/7/22,245.28,,,,,,,,
2020/7/23,242.41,,,,,,,,
2020/7/24,241.04,,,,,,,,
2020/7/27,242.73,,,,,,,,
2020/7/28,241.34,,,,,,,,
2020/7/29,244.58,,,,,,,,
2020/7/30,243.58,,,,,,,,
2020/7/31,242.88,,,,,,,,
2020/8/3,245.43,,,,,,,,
2020/8/4,245.79,,,,,,,,
2020/8/5,247.44,,,,,,,,
2020/8/6,248.56,,,,,,,,
2020/8/7,248.91,,,,,,,,
2020/8/10,249.44,,,,,,,,
2020/8/11,248.2,,,,,,,,
2020/8/12,251.6,,,,,,,,
2020/8/13,250.32,,,,,,,,
2020/8/14,250.31,,,,,,,,
2020/8/17,251.41,,,,,,,,
2020/8/18,251.62,,,,,,,,
2020/8/19,250.72,,,,,,,,
2020/8/20,251.48,,,,,,,,
2020/8/21,251.71,,,,,,,,
2020/8/24,254.03,,,,,,,,
2020/8/25,255.42,,,,,,,,
2020/8/26,258.46,,,,,,,,
2020/8/27,260.04,,,,,,,,
2020/8/28,262.34,,,,,,,,
2020/8/31,260.47,,,,,,,,
2020/9/1,261.54,,,,,,,,
2020/9/2,266.42,,,,,,,,
2020/9/3,257.07,,,,,,,,
2020/9/4,254.6,,,,,,,,
2020/9/8,247.84,,,,,,,,
2020/9/9,253.25,,,,,,,,
2020/9/10,248.76,,,,,,,,
2020/9/11,249.18,,,,,,,,
2020/9/14,252.3,,,,,,,,
2020/9/15,253.2,,,,,,,,
2020/9/16,252.38,,,,,,,,
2020/9/17,250.85,,,,,,,,
2020/9/18,248.53,,,,,,,,
2020/9/21,245.31,,,,,,,,
2020/9/22,247.3,,,,,,,,
2020/9/23,241.78,,,,,,,,
2020/9/24,242.27,,,,,,,,
2020/9/25,245.76,,,,,,,,
2020/9/28,249.32,,,,,,,,
2020/9/29,248.34,,,,,,,,
2020/9/30,250.92,,,,,,,,
2020/10/1,251.77,,,,,,,,
2020/10/2,249.3,,,,,,,,
2020/10/5,253.67,,,,,,,,
2020/10/6,250.59,,,,,,,,
2020/10/7,255.07,,,,,,,,
2020/10/8,256.78,,,,,,,,
2020/10/9,258.87,,,,,,,,
2020/10/12,261.93,,,,,,,,
2020/10/13,260.56,,,,,,,,
2020/10/14,258.68,,,,,,,,
2020/10/15,258.26,,,,,,,,
2020/10/16,259.1,,,,,,,,
2020/10/19,254.7,,,,,,,,
2020/10/20,255.7,,,,,,,,
2020/10/21,255.17,,,,,,,,
2020/10/22,256.73,,,,,,,,
2020/10/23,257.64,,,,,,,,
2020/10/26,251.77,,,,,,,,
2020/10/27,250.68,,,,,,,,
2020/10/28,241.16,,,,,,,,
2020/10/29,243.6,,,,,,,,
2020/10/30,242.72,,,,,,,,
2020/11/2,246.04,,,,,,,,
2020/11/3,250.99,,,,,,,,
2020/11/4,257.46,,,,,,,,
2020/11/5,262.51,,,,,,,,
2020/11/6,262.31,,,,,,,,
2020/11/9,266.13,,,,,,,,
2020/11/10,265.5,,,,,,,,
2020/11/11,267.15,,,,,,,,
2020/11/12,264.4,,,,,,,,
2020/11/13,268.1,,,,,,,,
2020/11/16,270.85,,,,,,,,
2020/11/17,269.55,,,,,,,,
2020/11/18,266.17,,,,,,,,
2020/11/19,267.1,,,,,,,,
2020/11/20,264.99,,,,,,,,
2020/11/23,267.33,,,,,,,,
2020/11/24,271.59,,,,,,,,
2020/11/25,270.41,,,,,,,,
2020/11/26,270.41,,,,,,,,
2020/11/27,271.22,,,,,,,,
2020/11/30,269.63,,,,,,,,
2020/12/1,271.28,,,,,,,,
2020/12/2,271.44,,,,,,,,
2020/12/3,271.22,,,,,,,,
2020/12/4,274.67,,,,,,,,
2020/12/7,273.43,,,,,,,,
2020/12/8,274.06,,,,,,,,
2020/12/9,272.46,,,,,,,,
2020/12/10,271.17,,,,,,,,
2020/12/11,270.58,,,,,,,,
2020/12/14,269.97,,,,,,,,
2020/12/15,272.48,,,,,,,,
2020/12/16,273.13,,,,,,,,
2020/12/17,274.92,,,,,,,,
2020/12/18,274.25,,,,,,,,
2020/12/21,272.79,,,,,,,,
2020/12/22,271.68,,,,,,,,
2020/12/23,271.58,,,,,,,,
2020/12/24,272.86,,,,,,,,
2020/12/28,274.27,,,,,,,,
2020/12/29,274.35,,,,,,,,
2020/12/30,274.78,,,,,,,,
2020/12/31,277.14,,,,,,,,
2021/1/4,273.5,,,,,,,,
2021/1/5,274.93,,,,,,,,
2021/1/6,276.95,,,,,,,,
2021/1/7,280.16,,,,,,,,
2021/1/8,280.77,,,,,,,,
2021/1/11,280.26,,,,,,,,
2021/1/12,280.01,,,,,,,,
2021/1/13,280.99,,,,,,,,
2021/1/14,279.46,,,,,,,,
2021/1/15,277.21,,,,,,,,
2021/1/18,277.21,,,,,,,,
2021/1/19,278.9,,,,,,,,
2021/1/20,281.8,,,,,,,,
2021/1/21,281.55,,,,,,,,
2021/1/22,279.01,,,,,,,,
2021/1/25,279.55,,,,,,,,
2021/1/26,279.62,,,,,,,,
2021/1/27,272.76,,,,,,,,
2021/1/28,277.45,,,,,,,,
2021/1/29,272.54,,,,,,,,
2021/2/1,276.15,,,,,,,,
2021/2/2,279.68,,,,,,,,
2021/2/3,280.26,,,,,,,,
2021/2/4,282.99,,,,,,,,
2021/2/5,283.84,,,,,,,,
2021/2/8,286.39,,,,,,,,
2021/2/9,286.26,,,,,,,,
2021/2/10,286.43,,,,,,,,
2021/2/11,288.04,,,,,,,,
2021/2/12,288.78,,,,,,,,
2021/2/16,288.67,,,,,,,,
2021/2/17,288.26,,,,,,,,
2021/2/18,287.39,,,,,,,,
2021/2/19,286.51,,,,,,,,
2021/2/22,285.5,,,,,,,,
2021/2/23,286.31,,,,,,,,
2021/2/24,290.08,,,,,,,,
2021/2/25,283.42,,,,,,,,
2021/2/26,281.84,,,,,,,,
2021/3/1,287.28,,,,,,,,
2021/3/2,285.73,,,,,,,,
2021/3/3,282.56,,,,,,,,
2021/3/4,279.25,,,,,,,,
2021/3/5,285.61,,,,,,,,
2021/3/8,285.51,,,,,,,,
2021/3/9,288.45,,,,,,,,
2021/3/10,290.68,,,,,,,,
2021/3/11,293.07,,,,,,,,
2021/3/12,293.75,,,,,,,,
2021/3/15,295.37,,,,,,,,
2021/3/16,295.8,,,,,,,,
2021/3/17,296.05,,,,,,,,
2021/3/18,293.02,,,,,,,,
2021/3/19,291.66,,,,,,,,
2021/3/22,294.41,,,,,,,,
2021/3/23,292.1,,,,,,,,
2021/3/24,291.26,,,,,,,,
2021/3/25,292.85,,,,,,,,
2021/3/26,299.31,,,,,,,,
2021/3/29,298.98,,,,,,,,
2021/3/30,297.44,,,,,,,,
2021/3/31,297.83,,,,,,,,
2021/4/1,301.08,,,,,,,,
2021/4/5,304.77,,,,,,,,
2021/4/6,304.3,,,,,,,,
2021/4/7,304.43,,,,,,,,
2021/4/8,305.45,,,,,,,,
2021/4/9,307.96,,,,,,,,
2021/4/12,308.23,,,,,,,,
2021/4/13,308.51,,,,,,,,
2021/4/14,307.82,,,,,,,,
2021/4/15,311.89,,,,,,,,
2021/4/16,312.91,,,,,,,,
2021/4/19,310.89,,,,,,,,
2021/4/20,309.38,,,,,,,,
2021/4/21,312.75,,,,,,,,
2021/4/22,310.08,,,,,,,,
2021/4/23,312.68,,,,,,,,
2021/4/26,312.2,,,,,,,,
2021/4/27,312.61,,,,,,,,
2021/4/28,311.43,,,,,,,,
2021/4/29,313.25,,,,,,,,
2021/4/30,310.88,,,,,,,,
2021/5/3,312.25,,,,,,,,
2021/5/4,311.01,,,,,,,,
2021/5/5,311.43,,,,,,,,
2021/5/6,314.37,,,,,,,,
2021/5/7,316.6,,,,,,,,
2021/5/10,314.79,,,,,,,,
2021/5/11,312.16,,,,,,,,
2021/5/12,305.63,,,,,,,,
2021/5/13,309.66,,,,,,,,
2021/5/14,313.71,,,,,,,,
2021/5/17,312.57,,,,,,,,
2021/5/18,310.22,,,,,,,,
2021/5/19,309.2,,,,,,,,
2021/5/20,312,,,,,,,,
2021/5/21,312.7,,,,,,,,
2021/5/24,315.61,,,,,,,,
2021/5/25,314.83,,,,,,,,
2021/5/26,314.76,,,,,,,,
2021/5/27,314.27,,,,,,,,
2021/5/28,315.37,,,,,,,,
2021/5/31,315.37,,,,,,,,
2021/6/1,314.27,,,,,,,,
2021/6/2,315.44,,,,,,,,
2021/6/3,315.09,,,,,,,,
2021/6/4,317.93,,,,,,,,
2021/6/7,318.24,,,,,,,,
2021/6/8,317.34,,,,,,,,
2021/6/9,316.73,,,,,,,,
2021/6/10,318.5,,,,,,,,
2021/6/11,319.22,,,,,,,,
2021/6/14,319.57,,,,,,,,
2021/6/15,319.05,,,,,,,,
2021/6/16,316.67,,,,,,,,
2021/6/17,316.46,,,,,,,,
2021/6/18,312.3,,,,,,,,
2021/6/21,316.83,,,,,,,,
2021/6/22,318.23,,,,,,,,
2021/6/23,317.06,,,,,,,,
2021/6/24,318.96,,,,,,,,
2021/6/25,320.19,,,,,,,,
2021/6/28,320.83,,,,,,,,
2021/6/29,320.82,,,,,,,,
2021/6/30,320.98,,,,,,,,
2021/7/1,322.92,,,,,,,,
2021/7/2,325.36,,,,,,,,
2021/7/5,325.36,,,,,,,,
2021/7/6,323.82,,,,,,,,
2021/7/7,324.84,,,,,,,,
2021/7/8,321.73,,,,,,,,
2021/7/9,324.76,,,,,,,,
2021/7/12,325.55,,,,,,,,
2021/7/13,325.06,,,,,,,,
2021/7/14,324.71,,,,,,,,
2021/7/15,323.66,,,,,,,,
2021/7/16,321.73,,,,,,,,
2021/7/19,317.04,,,,,,,,
2021/7/20,320.66,,,,,,,,
2021/7/21,323.73,,,,,,,,
2021/7/22,324.35,,,,,,,,
2021/7/23,326.8,,,,,,,,
2021/7/26,326.89,,,,,,,,
2021/7/27,325.96,,,,,,,,
2021/7/28,324.97,,,,,,,,
2021/7/29,327.07,,,,,,,,
2021/7/30,326.02,,,,,,,,
2021/8/2,325.15,,,,,,,,
2021/8/3,327.4,,,,,,,,
2021/8/4,325.31,,,,,,,,
2021/8/5,327.03,,,,,,,,
2021/8/6,327.8,,,,,,,,
2021/8/9,326.47,,,,,,,,
2021/8/10,326.34,,,,,,,,
2021/8/11,327.27,,,,,,,,
2021/8/12,327.84,,,,,,,,
2021/8/13,329.17,,,,,,,,
2021/8/16,330.43,,,,,,,,
2021/8/17,328.85,,,,,,,,
2021/8/18,325.46,,,,,,,,
2021/8/19,327.06,,,,,,,,
2021/8/20,330.41,,,,,,,,
2021/8/23,332.68,,,,,,,,
2021/8/24,332.95,,,,,,,,
2021/8/25,333.78,,,,,,,,
2021/8/26,331.84,,,,,,,,
2021/8/27,334.18,,,,,,,,
2021/8/30,334.65,,,,,,,,
2021/8/31,334.13,,,,,,,,
2021/9/1,333.96,,,,,,,,
2021/9/2,335.01,,,,,,,,
2021/9/3,334.96,,,,,,,,
2021/9/7,332.72,,,,,,,,
2021/9/8,332.47,,,,,,,,
2021/9/9,330.49,,,,,,,,
2021/9/10,328.72,,,,,,,,
2021/9/13,330.02,,,,,,,,
2021/9/14,328.1,,,,,,,,
2021/9/15,331.29,,,,,,,,
2021/9/16,330.78,,,,,,,,
2021/9/17,327.93,,,,,,,,
2021/9/20,322.44,,,,,,,,
2021/9/21,321.95,,,,,,,,
2021/9/22,324.52,,,,,,,,
2021/9/23,329.03,,,,,,,,
2021/9/24,329.06,,,,,,,,
2021/9/27,327.88,,,,,,,,
2021/9/28,321.65,,,,,,,,
2021/9/29,322.24,,,,,,,,
2021/9/30,318.29,,,,,,,,
2021/10/1,322.24,,,,,,,,
2021/10/4,318.11,,,,,,,,
2021/10/5,321.25,,,,,,,,
2021/10/6,322.73,,,,,,,,
2021/10/7,325.59,,,,,,,,
2021/10/8,325.06,,,,,,,,
2021/10/11,322.88,,,,,,,,
2021/10/12,322.02,,,,,,,,
2021/10/13,323.29,,,,,,,,
2021/10/14,330.09,,,,,,,,
2021/10/15,332.56,,,,,,,,
2021/10/18,332.12,,,,,,,,
2021/10/19,334.17,,,,,,,,
2021/10/20,335.78,,,,,,,,
2021/10/21,336.71,,,,,,,,
2021/10/22,337.31,,,,,,,,
2021/10/25,338.17,,,,,,,,
2021/10/26,339.7,,,,,,,,
2021/10/27,336.74,,,,,,,,
2021/10/28,338.47,,,,,,,,
2021/10/29,340.02,,,,,,,,
2021/11/1,340.63,,,,,,,,
2021/11/2,342.12,,,,,,,,
2021/11/3,344.23,,,,,,,,
2021/11/4,346.77,,,,,,,,
2021/11/5,348.16,,,,,,,,
2021/11/8,350.02,,,,,,,,
2021/11/9,348.99,,,,,,,,
2021/11/10,346.95,,,,,,,,
2021/11/11,347.3,,,,,,,,
2021/11/12,349.19,,,,,,,,
2021/11/15,348.38,,,,,,,,
2021/11/16,349.36,,,,,,,,
2021/11/17,347.12,,,,,,,,
2021/11/18,347.51,,,,,,,,
2021/11/19,346.92,,,,,,,,
2021/11/22,344.68,,,,,,,,
2021/11/23,345.27,,,,,,,,
2021/11/24,346.47,,,,,,,,
2021/11/25,346.47,,,,,,,,
2021/11/26,338.35,,,,,,,,
2021/11/29,343.8,,,,,,,,
2021/11/30,335.86,,,,,,,,
2021/12/1,331.91,,,,,,,,
2021/12/2,337.72,,,,,,,,
2021/12/3,335.04,,,,,,,,
2021/12/6,338.83,,,,,,,,
2021/12/7,346.31,,,,,,,,
2021/12/8,346.51,,,,,,,,
2021/12/9,344.43,,,,,,,,
2021/12/10,347.89,,,,,,,,
2021/12/13,344.58,,,,,,,,
2021/12/14,341.02,,,,,,,,
2021/12/15,346.88,,,,,,,,
2021/12/16,344,,,,,,,,
2021/12/17,340.23,,,,,,,,
2021/12/20,336.63,,,,,,,,
2021/12/21,342.84,,,,,,,,
2021/12/22,346.63,,,,,,,,
2021/12/23,348.83,,,,,,,,
2021/12/24,348.83,,,,,,,,
2021/12/27,353.91,,,,,,,,
2021/12/28,353.27,,,,,,,,
2021/12/29,354.18,,,,,,,,
2021/12/30,352.84,,,,,,,,
2021/12/31,351.91,,,,,,,,
2022/1/3,353.16,,,,,,,,
2022/1/4,352.49,,,,,,,,
2022/1/5,345.51,,,,,,,,
2022/1/6,344.95,,,,,,,,
2022/1/7,343.09,,,,,,,,
2022/1/10,343.02,,,,,,,,
2022/1/11,345.88,,,,,,,,
2022/1/12,347.14,,,,,,,,
2022/1/13,341.78,,,,,,,,
2022/1/14,343.12,,,,,,,,
2022/1/17,343.12,,,,,,,,
2022/1/18,336.67,,,,,,,,
2022/1/19,334.45,,,,,,,,
2022/1/20,330.75,,,,,,,,
2022/1/21,325.95,,,,,,,,
2022/1/24,326.69,,,,,,,,
2022/1/25,321.98,,,,,,,,
2022/1/26,322.25,,,,,,,,
2022/1/27,320.83,,,,,,,,
2022/1/28,328.97,,,,,,,,
2022/1/31,333.74,,,,,,,,
2022/2/1,335.39,,,,,,,,
2022/2/2,340.46,,,,,,,,
2022/2/3,333.77,,,,,,,,
2022/2/4,334.04,,,,,,,,
2022/2/7,332.41,,,,,,,,
2022/2/8,335.47,,,,,,,,
2022/2/9,340.93,,,,,,,,
2022/2/10,333.99,,,,,,,,
2022/2/11,326.96,,,,,,,,
2022/2/14,325.94,,,,,,,,
2022/2/15,331.72,,,,,,,,
2022/2/16,332.24,,,,,,,,
2022/2/17,324.49,,,,,,,,
2022/2/18,321.62,,,,,,,,
2022/2/22,319.4,,,,,,,,
2022/2/23,314.06,,,,,,,,
2022/2/24,318.85,,,,,,,,
2022/2/25,325.86,,,,,,,,
2022/2/28,324.62,,,,,,,,
2022/3/1,319.47,,,,,,,,
2022/3/2,325.31,,,,,,,,
2022/3/3,323.77,,,,,,,,
2022/3/4,320.75,,,,,,,,
2022/3/7,310.66,,,,,,,,
2022/3/8,308.18,,,,,,,,
2022/3/9,316.99,,,,,,,,
2022/3/10,314.41,,,,,,,,
2022/3/11,309.95,,,,,,,,
2022/3/14,307.98,,,,,,,,
2022/3/15,315.46,,,,,,,,
2022/3/16,322.58,,,,,,,,
2022/3/17,325.9,,,,,,,,
2022/3/18,329.77,,,,,,,,
2022/3/21,329.38,,,,,,,,
2022/3/22,332.26,,,,,,,,
2022/3/23,326.53,,,,,,,,
2022/3/24,332.6,,,,,,,,
2022/3/25,333.73,,,,,,,,
2022/3/28,336.32,,,,,,,,
2022/3/29,340.99,,,,,,,,
2022/3/30,338.49,,,,,,,,
2022/3/31,333.2,,,,,,,,
2022/4/1,334.25,,,,,,,,
2022/4/4,336.56,,,,,,,,
2022/4/5,332.25,,,,,,,,
2022/4/6,328.43,,,,,,,,
2022/4/7,329.73,,,,,,,,
2022/4/8,328.39,,,,,,,,
2022/4/11,322.78,,,,,,,,
2022/4/12,320.58,,,,,,,,
2022/4/13,323.84,,,,,,,,
2022/4/14,319.75,,,,,,,,
2022/4/18,319.96,,,,,,,,
2022/4/19,324.93,,,,,,,,
2022/4/20,326.3,,,,,,,,
2022/4/21,321.31,,,,,,,,
2022/4/22,312.12,,,,,,,,
2022/4/25,314.81,,,,,,,,
2022/4/26,306.62,,,,,,,,
2022/4/27,308.36,,,,,,,,
2022/4/28,315.75,,,,,,,,
2022/4/29,304.47,,,,,,,,
2022/5/2,306.71,,,,,,,,
2022/5/3,307.12,,,,,,,,
2022/5/4,316.16,,,,,,,,
2022/5/5,305.19,,,,,,,,
2022/5/6,303.51,,,,,,,,
2022/5/9,293.86,,,,,,,,
2022/5/10,295.03,,,,,,,,
2022/5/11,291.28,,,,,,,,
2022/5/12,290.63,,,,,,,,
2022/5/13,297.34,,,,,,,,
2022/5/16,296.59,,,,,,,,
2022/5/17,302.55,,,,,,,,
2022/5/18,291.23,,,,,,,,
2022/5/19,289.25,,,,,,,,
2022/5/20,289.75,,,,,,,,
2022/5/23,295,,,,,,,,
2022/5/24,292.93,,,,,,,,
2022/5/25,295.7,,,,,,,,
2022/5/26,300.61,,,,,,,,
2022/5/27,307.55,,,,,,,,
2022/5/30,307.55,,,,,,,,
2022/5/31,305.34,,,,,,,,
2022/6/1,303.44,,,,,,,,
2022/6/2,309.01,,,,,,,,
2022/6/3,304.45,,,,,,,,
2022/6/6,305.02,,,,,,,,
2022/6/7,308.06,,,,,,,,
2022/6/8,304.4,,,,,,,,
2022/6/9,297.72,,,,,,,,
2022/6/10,289.39,,,,,,,,
2022/6/13,278.12,,,,,,,,
2022/6/14,276.77,,,,,,,,
2022/6/15,280.65,,,,,,,,
2022/6/16,272.12,,,,,,,,
2022/6/17,272.78,,,,,,,,
2022/6/20,272.78,,,,,,,,
2022/6/21,279.76,,,,,,,,
2022/6/22,279.88,,,,,,,,
2022/6/23,282.56,,,,,,,,
2022/6/24,291.25,,,,,,,,
2022/6/27,289.91,,,,,,,,
2022/6/28,284.51,,,,,,,,
2022/6/29,284.7,,,,,,,,
2022/6/30,281.99,,,,,,,,
2022/7/1,283.91,,,,,,,,
2022/7/4,283.91,,,,,,,,
2022/7/5,283.67,,,,,,,,
2022/7/6,285,,,,,,,,
2022/7/7,288.95,,,,,,,,
2022/7/8,288.56,,,,,,,,
2022/7/11,285.78,,,,,,,,
2022/7/12,282.46,,,,,,,,
2022/7/13,280.39,,,,,,,,
2022/7/14,279.41,,,,,,,,
2022/7/15,285.17,,,,,,,,
2022/7/18,282.55,,,,,,,,
2022/7/19,290.32,,,,,,,,
2022/7/20,291.31,,,,,,,,
2022/7/21,293.53,,,,,,,,
2022/7/22,290.37,,,,,,,,
2022/7/25,290.38,,,,,,,,
2022/7/26,287.18,,,,,,,,
2022/7/27,295.23,,,,,,,,
2022/7/28,298.62,,,,,,,,
2022/7/29,299.9,,,,,,,,
2022/8/1,299.18,,,,,,,,
2022/8/2,297.27,,,,,,,,
2022/8/3,302.17,,,,,,,,
2022/8/4,302.66,,,,,,,,
2022/8/5,302.47,,,,,,,,
2022/8/8,301.31,,,,,,,,
2022/8/9,299.42,,,,,,,,
2022/8/10,305.97,,,,,,,,
2022/8/11,305.62,,,,,,,,
2022/8/12,310.67,,,,,,,,
2022/8/15,312.3,,,,,,,,
2022/8/16,312.49,,,,,,,,
2022/8/17,309.67,,,,,,,,
2022/8/18,310.92,,,,,,,,
2022/8/19,306.87,,,,,,,,
2022/8/22,300.14,,,,,,,,
2022/8/23,298.64,,,,,,,,
2022/8/24,299.01,,,,,,,,
2022/8/25,303.14,,,,,,,,
2022/8/26,292.14,,,,,,,,
2022/8/29,290.35,,,,,,,,
2022/8/30,287.55,,,,,,,,
2022/8/31,285.3,,,,,,,,
2022/9/1,285.51,,,,,,,,
2022/9/2,282.11,,,,,,,,
2022/9/6,280.74,,,,,,,,
2022/9/7,285.77,,,,,,,,
2022/9/8,287.99,,,,,,,,
2022/9/9,292.46,,,,,,,,
2022/9/12,294.8,,,,,,,,
2022/9/13,282.21,,,,,,,,
2022/9/14,282.94,,,,,,,,
2022/9/15,279.23,,,,,,,,
2022/9/16,278.01,,,,,,,,
2022/9/19,279.02,,,,,,,,
2022/9/20,275.43,,,,,,,,
2022/9/21,271.03,,,,,,,,
2022/9/22,269.16,,,,,,,,
2022/9/23,265.21,,,,,,,,
2022/9/26,262.16,,,,,,,,
2022/9/27,261.02,,,,,,,,
2022/9/28,265.91,,,,,,,,
2022/9/29,261.2,,,,,,,,
2022/9/30,257.2,,,,,,,,
2022/10/3,264.98,,,,,,,,
2022/10/4,273.09,,,,,,,,
2022/10/5,273.17,,,,,,,,
2022/10/6,270.02,,,,,,,,
2022/10/7,262.17,,,,,,,,
2022/10/10,259.43,,,,,,,,
2022/10/11,258.03,,,,,,,,
2022/10/12,256.96,,,,,,,,
2022/10/13,264.18,,,,,,,,
2022/10/14,258.76,,,,,,,,
2022/10/17,265.41,,,,,,,,
2022/10/18,268.18,,,,,,,,
2022/10/19,266.26,,,,,,,,
2022/10/20,265.4,,,,,,,,
2022/10/21,271.22,,,,,,,,
2022/10/24,274.55,,,,,,,,
2022/10/25,278.71,,,,,,,,
2022/10/26,276.17,,,,,,,,
2022/10/27,275.63,,,,,,,,
2022/10/28,282.24,,,,,,,,
2022/10/31,279.95,,,,,,,,
2022/11/1,278.68,,,,,,,,
2022/11/2,272.06,,,,,,,,
2022/11/3,268.98,,,,,,,,
2022/11/4,273.93,,,,,,,,
2022/11/7,277.97,,,,,,,,
2022/11/8,280.1,,,,,,,,
2022/11/9,274.67,,,,,,,,
2022/11/10,290.01,,,,,,,,
2022/11/11,292.18,,,,,,,,
2022/11/14,289.55,,,,,,,,
2022/11/15,291.83,,,,,,,,
2022/11/16,289.54,,,,,,,,
2022/11/17,288.64,,,,,,,,
2022/11/18,290.25,,,,,,,,
2022/11/21,289.01,,,,,,,,
2022/11/22,293.59,,,,,,,,
2022/11/23,295.45,,,,,,,,
2022/11/24,295.45,,,,,,,,
2022/11/25,295.73,,,,,,,,
2022/11/28,291,,,,,,,,
2022/11/29,290.43,,,,,,,,
2022/11/30,300.81,,,,,,,,
2022/12/1,300.39,,,,,,,,
2022/12/2,299.89,,,,,,,,
2022/12/5,294.89,,,,,,,,
2022/12/6,291,,,,,,,,
2022/12/7,290.71,,,,,,,,
2022/12/8,293.22,,,,,,,,
2022/12/9,290.82,,,,,,,,
2022/12/12,295.71,,,,,,,,
2022/12/13,298.03,,,,,,,,
2022/12/14,296.62,,,,,,,,
2022/12/15,289.03,,,,,,,,
2022/12/16,285.86,,,,,,,,
2022/12/19,283.36,,,,,,,,
2022/12/20,284.09,,,,,,,,
2022/12/21,287.54,,,,,,,,
2022/12/22,283.7,,,,,,,,
2022/12/23,285.24,,,,,,,,
2022/12/27,284.33,,,,,,,,
2022/12/28,281.21,,,,,,,,
2022/12/29,285.8,,,,,,,,
2022/12/30,284.82,,,,,,,,
2023/1/3,284.33,,,,,,,,
2023/1/4,285.27,,,,,,,,
2023/1/5,281.25,,,,,,,,
2023/1/6,287.05,,,,,,,,
2023/1/9,286.75,,,,,,,,
2023/1/10,288.24,,,,,,,,
2023/1/11,291.63,,,,,,,,
2023/1/12,292.63,,,,,,,,
2023/1/13,293.63,,,,,,,,
2023/1/16,293.63,,,,,,,,
2023/1/17,293.11,,,,,,,,
2023/1/18,288.28,,,,,,,,
2023/1/19,286.19,,,,,,,,
2023/1/20,291.85,,,,,,,,
2023/1/23,294.95,,,,,,,,
2023/1/24,294.53,,,,,,,,
2023/1/25,294.83,,,,,,,,
2023/1/26,297.44,,,,,,,,
2023/1/27,297.7,,,,,,,,
2023/1/30,294.24,,,,,,,,
2023/1/31,298.56,,,,,,,,
2023/2/1,301.81,,,,,,,,
2023/2/2,304.73,,,,,,,,
2023/2/3,301.13,,,,,,,,
2023/2/6,299.17,,,,,,,,
2023/2/7,303.71,,,,,,,,
2023/2/8,300.82,,,,,,,,
2023/2/9,298.47,,,,,,,,
2023/2/10,298.9,,,,,,,,
2023/2/13,302.49,,,,,,,,
2023/2/14,302.42,,,,,,,,
2023/2/15,302.34,,,,,,,,
2023/2/16,298,,,,,,,,
2023/2/17,297.16,,,,,,,,
2023/2/21,291.88,,,,,,,,
2023/2/22,291.19,,,,,,,,
2023/2/23,293.85,,,,,,,,
2023/2/24,290.51,,,,,,,,
2023/2/27,291.23,,,,,,,,
2023/2/28,289.78,,,,,,,,
2023/3/1,288.6,,,,,,,,
2023/3/2,291.85,,,,,,,,
2023/3/3,295.75,,,,,,,,
2023/3/6,296,,,,,,,,
2023/3/7,291.47,,,,,,,,
2023/3/8,291.74,,,,,,,,
2023/3/9,287.17,,,,,,,,
2023/3/10,283.18,,,,,,,,
2023/3/13,283.26,,,,,,,,
2023/3/14,287.8,,,,,,,,
2023/3/15,287.22,,,,,,,,
2023/3/16,292.74,,,,,,,,
2023/3/17,290.86,,,,,,,,
2023/3/20,292.56,,,,,,,,
2023/3/21,295.46,,,,,,,,
2023/3/22,291.46,,,,,,,,
2023/3/23,293,,,,,,,,
2023/3/24,294.86,,,,,,,,
2023/3/27,295.36,,,,,,,,
2023/3/28,294.59,,,,,,,,
2023/3/29,298.34,,,,,,,,
2023/3/30,300.13,,,,,,,,
2023/3/31,304.03,,,,,,,,
2023/4/3,305.76,,,,,,,,
2023/4/4,304.21,,,,,,,,
2023/4/5,304.43,,,,,,,,
2023/4/6,306.16,,,,,,,,
2023/4/10,306.26,,,,,,,,
2023/4/11,305.6,,,,,,,,
2023/4/12,304.68,,,,,,,,
2023/4/13,308.24,,,,,,,,
2023/4/14,307.19,,,,,,,,
2023/4/17,307.71,,,,,,,,
2023/4/18,308.04,,,,,,,,
2023/4/19,307.5,,,,,,,,
2023/4/20,305.75,,,,,,,,
2023/4/21,306.29,,,,,,,,
2023/4/24,306.25,,,,,,,,
2023/4/25,302.08,,,,,,,,
2023/4/26,302.47,,,,,,,,
2023/4/27,307.26,,,,,,,,
2023/4/28,310.5,,,,,,,,
2023/5/1,311.4,,,,,,,,
2023/5/2,308.01,,,,,,,,
2023/5/3,306.08,,,,,,,,
2023/5/4,304.01,,,,,,,,
2023/5/5,308.91,,,,,,,,
2023/5/8,309.23,,,,,,,,
2023/5/9,307.38,,,,,,,,
2023/5/10,309.2,,,,,,,,
2023/5/11,308.23,,,,,,,,
2023/5/12,308.02,,,,,,,,
2023/5/15,309.06,,,,,,,,
2023/5/16,307.43,,,,,,,,
2023/5/17,311.02,,,,,,,,
2023/5/18,313.67,,,,,,,,
2023/5/19,313.49,,,,,,,,
2023/5/22,313.33,,,,,,,,
2023/5/23,309.04,,,,,,,,
2023/5/24,306.72,,,,,,,,
2023/5/25,312.59,,,,,,,,
2023/5/26,316.31,,,,,,,,
2023/5/29,316.31,,,,,,,,
2023/5/30,316.01,,,,,,,,
2023/5/31,313.81,,,,,,,,
2023/6/1,317.32,,,,,,,,
