Effective date ,DJSI,,,,,,,,
2017/9/1,179.99,,,,,,,,
2017/9/5,178.71,,,,,,,,
2017/9/6,179.36,,,,,,,,
2017/9/7,179.8,,,,,,,,
2017/9/8,179.73,,,,,,,,
2017/9/11,182.09,,,,,,,,
2017/9/12,182.86,,,,,,,,
2017/9/13,183.08,,,,,,,,
2017/9/14,183.19,,,,,,,,
2017/9/15,183.69,,,,,,,,
2017/9/18,184.1,,,,,,,,
2017/9/19,184.34,,,,,,,,
2017/9/20,184.39,,,,,,,,
2017/9/21,183.8,,,,,,,,
2017/9/22,184.11,,,,,,,,
2017/9/25,183.92,,,,,,,,
2017/9/26,183.83,,,,,,,,
2017/9/27,184.08,,,,,,,,
2017/9/28,184.38,,,,,,,,
2017/9/29,184.82,,,,,,,,
2017/10/2,185.79,,,,,,,,
2017/10/3,186.15,,,,,,,,
2017/10/4,186.54,,,,,,,,
2017/10/5,187.47,,,,,,,,
2017/10/6,187.28,,,,,,,,
2017/10/9,186.86,,,,,,,,
2017/10/10,187.43,,,,,,,,
2017/10/11,187.49,,,,,,,,
2017/10/12,186.81,,,,,,,,
2017/10/13,187.16,,,,,,,,
2017/10/16,187.37,,,,,,,,
2017/10/17,187.57,,,,,,,,
2017/10/18,188.19,,,,,,,,
2017/10/19,188.59,,,,,,,,
2017/10/20,189.59,,,,,,,,
2017/10/23,188.96,,,,,,,,
2017/10/24,189.25,,,,,,,,
2017/10/25,188.11,,,,,,,,
2017/10/26,188.5,,,,,,,,
2017/10/27,189.67,,,,,,,,
2017/10/30,188.43,,,,,,,,
2017/10/31,188.57,,,,,,,,
2017/11/1,189.27,,,,,,,,
2017/11/2,189.4,,,,,,,,
2017/11/3,189.72,,,,,,,,
2017/11/6,189.57,,,,,,,,
2017/11/7,189.86,,,,,,,,
2017/11/8,190.19,,,,,,,,
2017/11/9,189.59,,,,,,,,
2017/11/10,189.54,,,,,,,,
2017/11/13,189.83,,,,,,,,
2017/11/14,189.49,,,,,,,,
2017/11/15,188.47,,,,,,,,
2017/11/16,189.93,,,,,,,,
2017/11/17,189.29,,,,,,,,
2017/11/20,189.53,,,,,,,,
2017/11/21,190.78,,,,,,,,
2017/11/22,190.21,,,,,,,,
2017/11/23,190.21,,,,,,,,
2017/11/24,190.48,,,,,,,,
2017/11/27,190.33,,,,,,,,
2017/11/28,192.7,,,,,,,,
2017/11/29,193.13,,,,,,,,
2017/11/30,194.72,,,,,,,,
2017/12/1,194.4,,,,,,,,
2017/12/4,194.35,,,,,,,,
2017/12/5,193.39,,,,,,,,
2017/12/6,193,,,,,,,,
2017/12/7,193.13,,,,,,,,
2017/12/8,194.44,,,,,,,,
2017/12/11,195.28,,,,,,,,
2017/12/12,195.73,,,,,,,,
2017/12/13,195.58,,,,,,,,
2017/12/14,194.66,,,,,,,,
2017/12/15,196.45,,,,,,,,
2017/12/18,197.35,,,,,,,,
2017/12/19,196.85,,,,,,,,
2017/12/20,196.8,,,,,,,,
2017/12/21,197.33,,,,,,,,
2017/12/22,197.24,,,,,,,,
2017/12/26,197.18,,,,,,,,
2017/12/27,197.32,,,,,,,,
2017/12/28,197.62,,,,,,,,
2017/12/29,196.7,,,,,,,,
2018/1/2,198.17,,,,,,,,
2018/1/3,199.05,,,,,,,,
2018/1/4,200.12,,,,,,,,
2018/1/5,201.51,,,,,,,,
2018/1/8,201.48,,,,,,,,
2018/1/9,201.64,,,,,,,,
2018/1/10,201.25,,,,,,,,
2018/1/11,202.79,,,,,,,,
2018/1/12,204.3,,,,,,,,
2018/1/15,204.3,,,,,,,,
2018/1/16,203.58,,,,,,,,
2018/1/17,205.9,,,,,,,,
2018/1/18,205.74,,,,,,,,
2018/1/19,206.76,,,,,,,,
2018/1/22,208.5,,,,,,,,
2018/1/23,208.53,,,,,,,,
2018/1/24,208.44,,,,,,,,
2018/1/25,208.86,,,,,,,,
2018/1/26,212.02,,,,,,,,
2018/1/29,210.72,,,,,,,,
2018/1/30,207.88,,,,,,,,
2018/1/31,207.87,,,,,,,,
2018/2/1,207.84,,,,,,,,
2018/2/2,203.54,,,,,,,,
2018/2/5,194.99,,,,,,,,
2018/2/6,198.56,,,,,,,,
2018/2/7,198.06,,,,,,,,
2018/2/8,190.45,,,,,,,,
2018/2/9,193.64,,,,,,,,
2018/2/12,196.01,,,,,,,,
2018/2/13,196.63,,,,,,,,
2018/2/14,198.95,,,,,,,,
2018/2/15,201.5,,,,,,,,
2018/2/16,201.5,,,,,,,,
2018/2/20,200.34,,,,,,,,
2018/2/21,198.68,,,,,,,,
2018/2/22,198.87,,,,,,,,
2018/2/23,202.27,,,,,,,,
2018/2/26,205.03,,,,,,,,
2018/2/27,202.33,,,,,,,,
2018/2/28,199.88,,,,,,,,
2018/3/1,197.2,,,,,,,,
2018/3/2,198.06,,,,,,,,
2018/3/5,200.2,,,,,,,,
2018/3/6,200.67,,,,,,,,
2018/3/7,200.68,,,,,,,,
2018/3/8,201.34,,,,,,,,
2018/3/9,204.66,,,,,,,,
2018/3/12,204.25,,,,,,,,
2018/3/13,203.21,,,,,,,,
2018/3/14,201.8,,,,,,,,
2018/3/15,201.73,,,,,,,,
2018/3/16,202.08,,,,,,,,
2018/3/19,199.38,,,,,,,,
2018/3/20,200.04,,,,,,,,
2018/3/21,199.57,,,,,,,,
2018/3/22,194.07,,,,,,,,
2018/3/23,190,,,,,,,,
2018/3/26,195.6,,,,,,,,
2018/3/27,192.2,,,,,,,,
2018/3/28,192.04,,,,,,,,
2018/3/29,194.64,,,,,,,,
2018/4/2,190.18,,,,,,,,
2018/4/3,192.7,,,,,,,,
2018/4/4,195.23,,,,,,,,
2018/4/5,196.39,,,,,,,,
2018/4/6,192.19,,,,,,,,
2018/4/9,192.95,,,,,,,,
2018/4/10,196.43,,,,,,,,
2018/4/11,195.09,,,,,,,,
2018/4/12,196.96,,,,,,,,
2018/4/13,196.25,,,,,,,,
2018/4/16,197.95,,,,,,,,
2018/4/17,199.8,,,,,,,,
2018/4/18,199.58,,,,,,,,
2018/4/19,198.18,,,,,,,,
2018/4/20,196.49,,,,,,,,
2018/4/23,196.73,,,,,,,,
2018/4/24,194.36,,,,,,,,
2018/4/25,194.56,,,,,,,,
2018/4/26,196.32,,,,,,,,
2018/4/27,196.78,,,,,,,,
2018/4/30,194.68,,,,,,,,
2018/5/1,195.33,,,,,,,,
2018/5/2,193.18,,,,,,,,
2018/5/3,193.2,,,,,,,,
2018/5/4,195.2,,,,,,,,
2018/5/7,196.09,,,,,,,,
2018/5/8,195.77,,,,,,,,
2018/5/9,197.44,,,,,,,,
2018/5/10,199.43,,,,,,,,
2018/5/11,199.84,,,,,,,,
2018/5/14,200.31,,,,,,,,
2018/5/15,198.92,,,,,,,,
2018/5/16,199.75,,,,,,,,
2018/5/17,199.36,,,,,,,,
2018/5/18,198.79,,,,,,,,
2018/5/21,200.24,,,,,,,,
2018/5/22,199.73,,,,,,,,
2018/5/23,200.13,,,,,,,,
2018/5/24,199.6,,,,,,,,
2018/5/25,198.98,,,,,,,,
2018/5/28,198.98,,,,,,,,
2018/5/29,196.48,,,,,,,,
2018/5/30,199.06,,,,,,,,
2018/5/31,197.49,,,,,,,,
2018/6/1,199.74,,,,,,,,
2018/6/4,200.65,,,,,,,,
2018/6/5,200.66,,,,,,,,
2018/6/6,202.83,,,,,,,,
2018/6/7,202.58,,,,,,,,
2018/6/8,203.38,,,,,,,,
2018/6/11,203.64,,,,,,,,
2018/6/12,203.78,,,,,,,,
2018/6/13,202.81,,,,,,,,
2018/6/14,203.4,,,,,,,,
2018/6/15,203.22,,,,,,,,
2018/6/18,202.19,,,,,,,,
2018/6/19,201.21,,,,,,,,
2018/6/20,201.33,,,,,,,,
2018/6/21,199.84,,,,,,,,
2018/6/22,200.44,,,,,,,,
2018/6/25,197.64,,,,,,,,
2018/6/26,197.76,,,,,,,,
2018/6/27,196.04,,,,,,,,
2018/6/28,197.35,,,,,,,,
2018/6/29,197.56,,,,,,,,
2018/7/2,198.04,,,,,,,,
2018/7/3,197.24,,,,,,,,
2018/7/4,197.24,,,,,,,,
2018/7/5,198.92,,,,,,,,
2018/7/6,200.61,,,,,,,,
2018/7/9,202.13,,,,,,,,
2018/7/10,203.14,,,,,,,,
2018/7/11,201.41,,,,,,,,
2018/7/12,203.41,,,,,,,,
2018/7/13,203.78,,,,,,,,
2018/7/16,203.6,,,,,,,,
2018/7/17,204.08,,,,,,,,
2018/7/18,204.5,,,,,,,,
2018/7/19,203.73,,,,,,,,
2018/7/20,203.68,,,,,,,,
2018/7/23,204.01,,,,,,,,
2018/7/24,204.73,,,,,,,,
2018/7/25,206.68,,,,,,,,
2018/7/26,206.86,,,,,,,,
2018/7/27,205.29,,,,,,,,
2018/7/30,204.51,,,,,,,,
2018/7/31,205.62,,,,,,,,
2018/8/1,205.16,,,,,,,,
2018/8/2,205.79,,,,,,,,
2018/8/3,207.12,,,,,,,,
2018/8/6,207.45,,,,,,,,
2018/8/7,208.07,,,,,,,,
2018/8/8,207.88,,,,,,,,
2018/8/9,207.52,,,,,,,,
2018/8/10,205.91,,,,,,,,
2018/8/13,205.01,,,,,,,,
2018/8/14,206.4,,,,,,,,
2018/8/15,205.02,,,,,,,,
2018/8/16,206.78,,,,,,,,
2018/8/17,207.3,,,,,,,,
2018/8/20,207.73,,,,,,,,
2018/8/21,208.09,,,,,,,,
2018/8/22,207.97,,,,,,,,
2018/8/23,207.7,,,,,,,,
2018/8/24,209,,,,,,,,
2018/8/27,210.79,,,,,,,,
2018/8/28,210.88,,,,,,,,
2018/8/29,211.99,,,,,,,,
2018/8/30,210.91,,,,,,,,
2018/8/31,211,,,,,,,,
2018/9/4,210.42,,,,,,,,
2018/9/5,209.64,,,,,,,,
2018/9/6,209.26,,,,,,,,
2018/9/7,208.6,,,,,,,,
2018/9/10,209.13,,,,,,,,
2018/9/11,209.13,,,,,,,,
2018/9/12,209.72,,,,,,,,
2018/9/13,211.14,,,,,,,,
2018/9/14,211.48,,,,,,,,
2018/9/17,210.86,,,,,,,,
2018/9/18,211.76,,,,,,,,
2018/9/19,211.93,,,,,,,,
2018/9/20,213.92,,,,,,,,
2018/9/21,214.38,,,,,,,,
2018/9/24,213.58,,,,,,,,
2018/9/25,212.95,,,,,,,,
2018/9/26,212.24,,,,,,,,
2018/9/27,212.44,,,,,,,,
2018/9/28,212.74,,,,,,,,
2018/10/1,213.95,,,,,,,,
2018/10/2,214,,,,,,,,
2018/10/3,213.89,,,,,,,,
2018/10/4,212.04,,,,,,,,
2018/10/5,210.93,,,,,,,,
2018/10/8,210.36,,,,,,,,
2018/10/9,209.93,,,,,,,,
2018/10/10,203.06,,,,,,,,
2018/10/11,198.8,,,,,,,,
2018/10/12,202.02,,,,,,,,
2018/10/15,200.57,,,,,,,,
2018/10/16,205.29,,,,,,,,
2018/10/17,205.09,,,,,,,,
2018/10/18,202.2,,,,,,,,
2018/10/19,202.01,,,,,,,,
2018/10/22,201.18,,,,,,,,
2018/10/23,199.31,,,,,,,,
2018/10/24,192.44,,,,,,,,
2018/10/25,196.31,,,,,,,,
2018/10/26,193.61,,,,,,,,
2018/10/29,192.17,,,,,,,,
2018/10/30,194.97,,,,,,,,
2018/10/31,196.99,,,,,,,,
2018/11/1,198.94,,,,,,,,
2018/11/2,198.34,,,,,,,,
2018/11/5,200.28,,,,,,,,
2018/11/6,201.41,,,,,,,,
2018/11/7,205.92,,,,,,,,
2018/11/8,205.73,,,,,,,,
2018/11/9,204,,,,,,,,
2018/11/12,200.34,,,,,,,,
2018/11/13,200.08,,,,,,,,
2018/11/14,198.8,,,,,,,,
2018/11/15,201.41,,,,,,,,
2018/11/16,201.9,,,,,,,,
2018/11/19,198.56,,,,,,,,
2018/11/20,195.28,,,,,,,,
2018/11/21,195.72,,,,,,,,
2018/11/22,195.72,,,,,,,,
2018/11/23,194.55,,,,,,,,
2018/11/26,197.69,,,,,,,,
2018/11/27,198.63,,,,,,,,
2018/11/28,203.5,,,,,,,,
2018/11/29,202.64,,,,,,,,
2018/11/30,204.75,,,,,,,,
2018/12/3,206.86,,,,,,,,
2018/12/4,200.45,,,,,,,,
2018/12/5,200.45,,,,,,,,
2018/12/6,200.4,,,,,,,,
2018/12/7,195.33,,,,,,,,
2018/12/10,196.07,,,,,,,,
2018/12/11,196.15,,,,,,,,
2018/12/12,197.26,,,,,,,,
2018/12/13,197.37,,,,,,,,
2018/12/14,193.14,,,,,,,,
2018/12/17,188.96,,,,,,,,
2018/12/18,188.94,,,,,,,,
2018/12/19,186.36,,,,,,,,
2018/12/20,183.36,,,,,,,,
2018/12/21,179.93,,,,,,,,
2018/12/24,174.76,,,,,,,,
2018/12/26,183.34,,,,,,,,
2018/12/27,185.24,,,,,,,,
2018/12/28,184.87,,,,,,,,
2018/12/31,186.54,,,,,,,,
2019/1/2,186.27,,,,,,,,
2019/1/3,181.43,,,,,,,,
2019/1/4,187.68,,,,,,,,
2019/1/7,188.73,,,,,,,,
2019/1/8,190.2,,,,,,,,
2019/1/9,190.92,,,,,,,,
2019/1/10,191.88,,,,,,,,
2019/1/11,192.06,,,,,,,,
2019/1/14,191.08,,,,,,,,
2019/1/15,193.3,,,,,,,,
2019/1/16,193.86,,,,,,,,
2019/1/17,195.42,,,,,,,,
2019/1/18,198.28,,,,,,,,
2019/1/21,198.28,,,,,,,,
2019/1/22,195.78,,,,,,,,
2019/1/23,196.72,,,,,,,,
2019/1/24,196.84,,,,,,,,
2019/1/25,198.05,,,,,,,,
2019/1/28,196.06,,,,,,,,
2019/1/29,195.81,,,,,,,,
2019/1/30,198.05,,,,,,,,
2019/1/31,198.79,,,,,,,,
2019/2/1,199.25,,,,,,,,
2019/2/4,200.49,,,,,,,,
2019/2/5,201.3,,,,,,,,
2019/2/6,201.26,,,,,,,,
2019/2/7,199.34,,,,,,,,
2019/2/8,199.5,,,,,,,,
2019/2/11,199.56,,,,,,,,
2019/2/12,202.2,,,,,,,,
2019/2/13,202.86,,,,,,,,
2019/2/14,202.45,,,,,,,,
2019/2/15,205.24,,,,,,,,
2019/2/19,205.26,,,,,,,,
2019/2/20,205.53,,,,,,,,
2019/2/21,205.14,,,,,,,,
2019/2/22,206.71,,,,,,,,
2019/2/25,206.91,,,,,,,,
2019/2/26,206.98,,,,,,,,
2019/2/27,206.39,,,,,,,,
2019/2/28,205.51,,,,,,,,
2019/3/1,206.93,,,,,,,,
2019/3/4,205.63,,,,,,,,
2019/3/5,205.44,,,,,,,,
2019/3/6,204.3,,,,,,,,
2019/3/7,202.66,,,,,,,,
2019/3/8,202.37,,,,,,,,
2019/3/11,205.35,,,,,,,,
2019/3/12,206.13,,,,,,,,
2019/3/13,207.87,,,,,,,,
2019/3/14,207.91,,,,,,,,
2019/3/15,209,,,,,,,,
2019/3/18,209.53,,,,,,,,
2019/3/19,209.55,,,,,,,,
2019/3/20,208.12,,,,,,,,
2019/3/21,210.05,,,,,,,,
2019/3/22,205.74,,,,,,,,
2019/3/25,205.41,,,,,,,,
2019/3/26,207.25,,,,,,,,
2019/3/27,206.1,,,,,,,,
2019/3/28,206.99,,,,,,,,
2019/3/29,208.52,,,,,,,,
2019/4/1,210.67,,,,,,,,
2019/4/2,210.57,,,,,,,,
2019/4/3,211.31,,,,,,,,
2019/4/4,211.54,,,,,,,,
2019/4/5,212.44,,,,,,,,
2019/4/8,212.77,,,,,,,,
2019/4/9,211.51,,,,,,,,
2019/4/10,212.39,,,,,,,,
2019/4/11,212.1,,,,,,,,
2019/4/12,213.56,,,,,,,,
2019/4/15,213.7,,,,,,,,
2019/4/16,213.57,,,,,,,,
2019/4/17,212.75,,,,,,,,
2019/4/18,213.28,,,,,,,,
2019/4/22,213.3,,,,,,,,
2019/4/23,214.87,,,,,,,,
2019/4/24,214.28,,,,,,,,
2019/4/25,214.37,,,,,,,,
2019/4/26,215.29,,,,,,,,
2019/4/29,215.51,,,,,,,,
2019/4/30,216.54,,,,,,,,
2019/5/1,214.52,,,,,,,,
2019/5/2,213.52,,,,,,,,
2019/5/3,215.22,,,,,,,,
2019/5/6,214.69,,,,,,,,
2019/5/7,211.18,,,,,,,,
2019/5/8,210.85,,,,,,,,
2019/5/9,210.08,,,,,,,,
2019/5/10,211.34,,,,,,,,
2019/5/13,206.65,,,,,,,,
2019/5/14,208.43,,,,,,,,
2019/5/15,209.17,,,,,,,,
2019/5/16,211.57,,,,,,,,
2019/5/17,210.67,,,,,,,,
2019/5/20,209.65,,,,,,,,
2019/5/21,211.3,,,,,,,,
2019/5/22,211.04,,,,,,,,
2019/5/23,208.66,,,,,,,,
2019/5/24,208.96,,,,,,,,
2019/5/27,208.96,,,,,,,,
2019/5/28,207.02,,,,,,,,
2019/5/29,205.53,,,,,,,,
2019/5/30,206.02,,,,,,,,
2019/5/31,203.22,,,,,,,,
2019/6/3,202.96,,,,,,,,
2019/6/4,207.55,,,,,,,,
2019/6/5,209.57,,,,,,,,
2019/6/6,211.12,,,,,,,,
2019/6/7,213.57,,,,,,,,
2019/6/10,214.27,,,,,,,,
2019/6/11,214.03,,,,,,,,
2019/6/12,213.83,,,,,,,,
2019/6/13,214.86,,,,,,,,
2019/6/14,214.44,,,,,,,,
2019/6/17,214.33,,,,,,,,
2019/6/18,216.33,,,,,,,,
2019/6/19,217.17,,,,,,,,
2019/6/20,219.58,,,,,,,,
2019/6/21,219.25,,,,,,,,
2019/6/24,219.11,,,,,,,,
2019/6/25,216.74,,,,,,,,
2019/6/26,216.5,,,,,,,,
2019/6/27,217.14,,,,,,,,
2019/6/28,218.27,,,,,,,,
2019/7/1,219.89,,,,,,,,
2019/7/2,220.58,,,,,,,,
2019/7/3,222.4,,,,,,,,
2019/7/4,222.4,,,,,,,,
2019/7/5,221.78,,,,,,,,
2019/7/8,220.83,,,,,,,,
2019/7/9,220.63,,,,,,,,
2019/7/10,221.79,,,,,,,,
2019/7/11,223.19,,,,,,,,
2019/7/12,224.03,,,,,,,,
2019/7/15,224.07,,,,,,,,
2019/7/16,223.03,,,,,,,,
2019/7/17,221.98,,,,,,,,
2019/7/18,222.82,,,,,,,,
2019/7/19,221.64,,,,,,,,
2019/7/22,222.2,,,,,,,,
2019/7/23,223.49,,,,,,,,
2019/7/24,224.94,,,,,,,,
2019/7/25,224.33,,,,,,,,
2019/7/26,225.73,,,,,,,,
2019/7/29,225.97,,,,,,,,
2019/7/30,225.66,,,,,,,,
2019/7/31,222.35,,,,,,,,
2019/8/1,221.21,,,,,,,,
2019/8/2,219.42,,,,,,,,
2019/8/5,213.15,,,,,,,,
2019/8/6,215.97,,,,,,,,
2019/8/7,216.13,,,,,,,,
2019/8/8,220.22,,,,,,,,
2019/8/9,219.08,,,,,,,,
2019/8/12,216.43,,,,,,,,
2019/8/13,219.5,,,,,,,,
2019/8/14,212.99,,,,,,,,
2019/8/15,213.08,,,,,,,,
2019/8/16,216.34,,,,,,,,
2019/8/19,218.95,,,,,,,,
2019/8/20,217.15,,,,,,,,
2019/8/21,218.98,,,,,,,,
2019/8/22,218.41,,,,,,,,
2019/8/23,212.88,,,,,,,,
2019/8/26,215.28,,,,,,,,
2019/8/27,214.9,,,,,,,,
2019/8/28,215.97,,,,,,,,
2019/8/29,218.42,,,,,,,,
2019/8/30,218.68,,,,,,,,
2019/9/3,217.1,,,,,,,,
2019/9/4,219.65,,,,,,,,
2019/9/5,222.24,,,,,,,,
2019/9/6,222.45,,,,,,,,
2019/9/9,222.11,,,,,,,,
2019/9/10,221.77,,,,,,,,
2019/9/11,223.03,,,,,,,,
2019/9/12,224.11,,,,,,,,
2019/9/13,224.03,,,,,,,,
2019/9/16,223.12,,,,,,,,
2019/9/17,223.72,,,,,,,,
2019/9/18,223.65,,,,,,,,
2019/9/19,223.97,,,,,,,,
2019/9/20,223.14,,,,,,,,
2019/9/23,223.13,,,,,,,,
2019/9/24,221.12,,,,,,,,
2019/9/25,222.59,,,,,,,,
2019/9/26,222.24,,,,,,,,
2019/9/27,220.88,,,,,,,,
2019/9/30,221.84,,,,,,,,
2019/10/1,218.81,,,,,,,,
2019/10/2,214.66,,,,,,,,
2019/10/3,216.5,,,,,,,,
2019/10/4,219.38,,,,,,,,
2019/10/7,218.51,,,,,,,,
2019/10/8,214.89,,,,,,,,
2019/10/9,217.16,,,,,,,,
2019/10/10,218.56,,,,,,,,
2019/10/11,220.55,,,,,,,,
2019/10/14,220.28,,,,,,,,
2019/10/15,222.81,,,,,,,,
2019/10/16,221.99,,,,,,,,
2019/10/17,222.28,,,,,,,,
2019/10/18,221.63,,,,,,,,
2019/10/21,222.97,,,,,,,,
2019/10/22,222.23,,,,,,,,
2019/10/23,222.51,,,,,,,,
2019/10/24,222.97,,,,,,,,
2019/10/25,223.96,,,,,,,,
2019/10/28,225.95,,,,,,,,
2019/10/29,225.96,,,,,,,,
2019/10/30,226.6,,,,,,,,
2019/10/31,225.57,,,,,,,,
2019/11/1,227.28,,,,,,,,
2019/11/4,228.08,,,,,,,,
2019/11/5,227.79,,,,,,,,
2019/11/6,228.31,,,,,,,,
2019/11/7,229.55,,,,,,,,
2019/11/8,230.72,,,,,,,,
2019/11/11,230.17,,,,,,,,
2019/11/12,230.66,,,,,,,,
2019/11/13,230.66,,,,,,,,
2019/11/14,230.74,,,,,,,,
2019/11/15,232.64,,,,,,,,
2019/11/18,232.62,,,,,,,,
2019/11/19,232.22,,,,,,,,
2019/11/20,231.36,,,,,,,,
2019/11/21,230.91,,,,,,,,
2019/11/22,231.39,,,,,,,,
2019/11/25,233.13,,,,,,,,
2019/11/26,233.75,,,,,,,,
2019/11/27,234.47,,,,,,,,
2019/11/28,234.47,,,,,,,,
2019/11/29,233.52,,,,,,,,
2019/12/2,231.46,,,,,,,,
2019/12/3,230.42,,,,,,,,
2019/12/4,231.88,,,,,,,,
2019/12/5,232.42,,,,,,,,
2019/12/6,234.25,,,,,,,,
2019/12/9,233.67,,,,,,,,
2019/12/10,233.39,,,,,,,,
2019/12/11,233.87,,,,,,,,
2019/12/12,236.53,,,,,,,,
2019/12/13,237,,,,,,,,
2019/12/16,238.79,,,,,,,,
2019/12/17,238.68,,,,,,,,
2019/12/18,238.61,,,,,,,,
2019/12/19,239.75,,,,,,,,
2019/12/20,240.97,,,,,,,,
2019/12/23,241.21,,,,,,,,
2019/12/24,241.15,,,,,,,,
2019/12/26,242.11,,,,,,,,
2019/12/27,242.23,,,,,,,,
2019/12/30,240.65,,,,,,,,
2019/12/31,241.24,,,,,,,,
2020/1/2,242.95,,,,,,,,
2020/1/3,241.06,,,,,,,,
2020/1/6,241.84,,,,,,,,
2020/1/7,241.33,,,,,,,,
2020/1/8,242.92,,,,,,,,
2020/1/9,244.46,,,,,,,,
2020/1/10,243.86,,,,,,,,
2020/1/13,245.38,,,,,,,,
2020/1/14,245.15,,,,,,,,
2020/1/15,246.17,,,,,,,,
2020/1/16,248.37,,,,,,,,
2020/1/17,249.57,,,,,,,,
2020/1/20,249.57,,,,,,,,
2020/1/21,248.9,,,,,,,,
2020/1/22,248.96,,,,,,,,
2020/1/23,248.66,,,,,,,,
2020/1/24,245.86,,,,,,,,
2020/1/27,241.93,,,,,,,,
2020/1/28,244.37,,,,,,,,
2020/1/29,243.46,,,,,,,,
2020/1/30,244.96,,,,,,,,
2020/1/31,240.18,,,,,,,,
2020/2/3,242.66,,,,,,,,
2020/2/4,246.48,,,,,,,,
2020/2/5,249.94,,,,,,,,
2020/2/6,250.83,,,,,,,,
2020/2/7,249.38,,,,,,,,
2020/2/10,251.7,,,,,,,,
2020/2/11,251.86,,,,,,,,
2020/2/12,253.88,,,,,,,,
2020/2/13,253.19,,,,,,,,
2020/2/14,254.12,,,,,,,,
2020/2/18,253.79,,,,,,,,
2020/2/19,255.15,,,,,,,,
2020/2/20,254.16,,,,,,,,
2020/2/21,251.16,,,,,,,,
2020/2/24,241.98,,,,,,,,
2020/2/25,234.11,,,,,,,,
2020/2/26,232.81,,,,,,,,
2020/2/27,222.05,,,,,,,,
2020/2/28,221.45,,,,,,,,
2020/3/2,231.64,,,,,,,,
2020/3/3,224.7,,,,,,,,
2020/3/4,234.63,,,,,,,,
2020/3/5,226.77,,,,,,,,
2020/3/6,222.69,,,,,,,,
2020/3/9,205.45,,,,,,,,
2020/3/10,215.93,,,,,,,,
2020/3/11,205.71,,,,,,,,
2020/3/12,186.3,,,,,,,,
2020/3/13,204.92,,,,,,,,
2020/3/16,179.45,,,,,,,,
2020/3/17,190.6,,,,,,,,
2020/3/18,180.55,,,,,,,,
2020/3/19,181.84,,,,,,,,
2020/3/20,173.98,,,,,,,,
2020/3/23,168.01,,,,,,,,
2020/3/24,184.45,,,,,,,,
2020/3/25,186.51,,,,,,,,
2020/3/26,198.74,,,,,,,,
2020/3/27,191.97,,,,,,,,
2020/3/30,198.8,,,,,,,,
2020/3/31,195.19,,,,,,,,
2020/4/1,186.54,,,,,,,,
2020/4/2,191.72,,,,,,,,
2020/4/3,188.34,,,,,,,,
2020/4/6,201.72,,,,,,,,
2020/4/7,201.08,,,,,,,,
2020/4/8,208.27,,,,,,,,
2020/4/9,210.91,,,,,,,,
2020/4/13,208.57,,,,,,,,
2020/4/14,215.02,,,,,,,,
2020/4/15,210.1,,,,,,,,
2020/4/16,211.94,,,,,,,,
2020/4/17,217.69,,,,,,,,
2020/4/20,213.8,,,,,,,,
2020/4/21,206.59,,,,,,,,
2020/4/22,211,,,,,,,,
2020/4/23,210.93,,,,,,,,
2020/4/24,213.89,,,,,,,,
2020/4/27,217.32,,,,,,,,
2020/4/28,215.77,,,,,,,,
2020/4/29,222.08,,,,,,,,
2020/4/30,219.45,,,,,,,,
2020/5/1,213.59,,,,,,,,
2020/5/4,214.63,,,,,,,,
2020/5/5,217.23,,,,,,,,
2020/5/6,215.63,,,,,,,,
2020/5/7,218.2,,,,,,,,
2020/5/8,221.96,,,,,,,,
2020/5/11,222.02,,,,,,,,
2020/5/12,217.61,,,,,,,,
2020/5/13,213.34,,,,,,,,
2020/5/14,216.02,,,,,,,,
2020/5/15,217.57,,,,,,,,
2020/5/18,224.11,,,,,,,,
2020/5/19,221.7,,,,,,,,
2020/5/20,224.9,,,,,,,,
2020/5/21,223.1,,,,,,,,
2020/5/22,223.45,,,,,,,,
2020/5/25,223.45,,,,,,,,
2020/5/26,225.91,,,,,,,,
2020/5/27,229.13,,,,,,,,
2020/5/28,228.59,,,,,,,,
2020/5/29,229.59,,,,,,,,
2020/6/1,230.18,,,,,,,,
2020/6/2,232.42,,,,,,,,
2020/6/3,234.92,,,,,,,,
2020/6/4,233.72,,,,,,,,
2020/6/5,240.1,,,,,,,,
2020/6/8,242.85,,,,,,,,
2020/6/9,240.51,,,,,,,,
2020/6/10,240,,,,,,,,
2020/6/11,225.24,,,,,,,,
2020/6/12,228.53,,,,,,,,
2020/6/15,229.76,,,,,,,,
2020/6/16,234.06,,,,,,,,
2020/6/17,233.38,,,,,,,,
2020/6/18,233.61,,,,,,,,
2020/6/19,232.29,,,,,,,,
2020/6/22,233.83,,,,,,,,
2020/6/23,235.02,,,,,,,,
2020/6/24,228.78,,,,,,,,
2020/6/25,231.99,,,,,,,,
2020/6/26,226.8,,,,,,,,
2020/6/29,229.92,,,,,,,,
2020/6/30,233.63,,,,,,,,
2020/7/1,234.39,,,,,,,,
2020/7/2,235.87,,,,,,,,
2020/7/3,235.87,,,,,,,,
2020/7/6,239.04,,,,,,,,
2020/7/7,236.27,,,,,,,,
2020/7/8,237.85,,,,,,,,
2020/7/9,235.99,,,,,,,,
2020/7/10,238.28,,,,,,,,
2020/7/13,236.03,,,,,,,,
2020/7/14,239.37,,,,,,,,
2020/7/15,241.39,,,,,,,,
2020/7/16,240.16,,,,,,,,
2020/7/17,241.33,,,,,,,,
